,set,artist,artist,track,track,track,track,track,track
127870,validation,21105,36,2015-11-16 17:33:10,International,[77],10,15366,10675
127871,validation,21105,36,2015-11-16 17:33:12,International,[77],10,18820,12518
127878,training,7661,2,2015-11-17 10:21:46,Experimental,"[38, 456]",3,3181,2607
127908,training,21124,0,2015-11-19 17:08:16,Pop,[10],1,2307,2030
127909,training,21124,0,2015-11-19 17:08:18,Pop,[10],3,2130,1770
127910,training,21124,0,2015-11-19 17:08:18,Pop,[10],0,1645,1414
127911,training,21124,0,2015-11-19 17:08:19,Pop,[10],0,1593,1418
127912,training,21124,0,2015-11-19 17:08:20,Pop,[10],1,2072,1897
127913,training,21124,0,2015-11-19 17:08:21,Pop,[10],0,2968,2632
127914,training,21124,0,2015-11-19 17:08:22,Pop,[10],3,3389,2870
127915,training,21124,0,2015-11-19 17:08:23,Pop,[10],3,5204,4698
127916,training,21125,0,2015-11-19 18:44:54,Folk,[103],0,1217,1035
127936,validation,21128,19,2015-11-20 16:02:30,Electronic,"[15, 181, 401]",12,10370,8386
127996,training,20760,188,2015-11-21 03:47:47,Instrumental,"[18, 107]",69,30032,24882
128441,test,16031,18,2015-11-27 06:47:09,Hip-Hop,[21],1,1463,1199
128443,training,21147,0,2015-11-27 06:55:21,Hip-Hop,[21],4,2575,1992
128448,training,5911,45,2015-11-27 07:00:40,Rock,[12],15,4520,3680
128469,training,19461,245,2015-11-27 19:19:13,Instrumental,"[18, 1235]",4,5250,4264
128470,training,19461,245,2015-11-27 19:19:14,Instrumental,"[18, 1235]",6,5805,4446
128471,training,19461,245,2015-11-27 19:19:15,Instrumental,"[18, 1235]",12,6841,4847
128472,training,19461,245,2015-11-27 19:19:16,Instrumental,"[18, 1235]",3,6091,5336
128473,training,19461,245,2015-11-27 19:19:17,Instrumental,"[18, 1235]",15,9062,6729
128476,training,21151,0,2015-11-28 09:39:01,Pop,[10],3,2004,1775
128477,training,8018,14,2015-11-28 09:39:02,Pop,[10],5,3818,3074
128482,training,21153,0,2015-11-28 09:41:29,Pop,[10],6,2867,2398
128484,validation,21155,1,2015-11-28 09:45:33,Pop,[10],5,2234,1858
128494,training,17125,16,2015-11-28 10:46:55,Hip-Hop,[21],2,2225,1800
128500,training,10341,86,2015-11-28 10:47:16,Folk,[17],5,2180,1668
128504,training,20688,4,2015-11-28 10:52:22,Rock,"[12, 89]",5,3561,2818
128619,training,19056,9,2015-11-30 14:08:47,Instrumental,[107],1,2270,2035
128666,training,17125,16,2015-12-01 10:11:36,Hip-Hop,[21],1,1673,1303
128668,training,17125,16,2015-12-01 10:11:39,Hip-Hop,[21],4,3072,2627
128699,training,21046,4,2015-12-03 07:18:06,Rock,"[12, 85]",5,8724,3507
128709,training,21203,5,2015-12-03 13:12:55,Rock,"[85, 88]",7,9312,4152
128710,training,21203,5,2015-12-03 13:12:55,Rock,"[85, 88]",1,2851,2545
128711,training,21203,5,2015-12-03 13:12:56,Rock,"[85, 88]",3,3904,3547
128758,validation,21128,19,2015-12-03 23:37:04,Electronic,"[15, 181, 401]",1,6597,5542
128759,validation,21128,19,2015-12-03 23:38:38,Electronic,"[15, 181, 401]",7,6191,4838
128760,validation,21128,19,2015-12-03 23:40:19,Electronic,"[15, 181, 401]",4,7096,5731
128799,training,9294,2,2015-12-05 11:29:51,Experimental,"[1, 38, 41]",2,2060,1847
128811,training,19461,245,2015-12-05 16:23:50,Instrumental,"[18, 1235]",2,3662,3188
128812,training,19461,245,2015-12-05 16:23:51,Instrumental,"[18, 1235]",3,3715,2990
128813,training,19461,245,2015-12-05 16:23:53,Instrumental,"[18, 1235]",3,4967,4245
128814,training,19461,245,2015-12-05 16:23:53,Instrumental,"[18, 1235]",8,4996,3814
128815,training,19461,245,2015-12-05 16:23:54,Instrumental,"[18, 1235]",1,5446,4643
128816,training,13830,101,2015-12-06 04:01:57,Instrumental,"[18, 1235]",9,8634,6665
128825,training,5994,20,2015-12-06 10:22:56,Experimental,"[32, 38, 186]",1,1581,1435
128827,training,5994,20,2015-12-06 10:22:58,Experimental,"[32, 38, 186]",0,1033,901
128828,training,5994,20,2015-12-06 10:22:59,Experimental,"[32, 38, 186]",0,1696,1333
128835,training,9289,26,2015-12-06 16:56:20,Experimental,"[1, 38, 125]",1,1179,961
128845,training,9289,26,2015-12-06 16:56:29,Experimental,"[1, 38, 125]",0,1161,988
128878,test,19472,13,2015-12-07 09:39:58,Experimental,"[763, 1193]",0,1956,1611
128879,test,19472,13,2015-12-07 09:39:59,Experimental,"[763, 1193]",3,8700,7667
128880,test,19472,13,2015-12-07 09:40:00,Experimental,"[763, 1193]",1,4557,4166
128881,test,19472,13,2015-12-07 09:40:31,Experimental,"[763, 1193]",2,6593,6080
128882,test,19472,13,2015-12-07 09:40:32,Experimental,"[763, 1193]",2,4150,3281
128885,test,19472,13,2015-12-07 11:57:50,Instrumental,[1235],0,1994,1777
128886,test,19472,13,2015-12-07 11:57:50,Instrumental,[1235],2,8231,7319
128887,test,19472,13,2015-12-07 11:57:52,Instrumental,[1235],3,3595,2869
128888,test,19472,13,2015-12-07 11:57:53,Instrumental,[1235],0,3490,3095
128927,training,17125,16,2015-12-08 10:37:15,Hip-Hop,[21],1,2134,1850
128992,training,21255,0,2015-12-08 08:04:44,Experimental,"[41, 125]",0,1177,991
129039,training,19461,245,2015-12-09 17:29:45,Instrumental,"[18, 1235]",7,6910,5990
129040,training,19461,245,2015-12-09 17:29:47,Instrumental,"[18, 1235]",3,5166,4424
129042,training,19461,245,2015-12-09 17:29:49,Instrumental,"[18, 1235]",2,6039,5481
129043,training,19461,245,2015-12-09 17:29:49,Instrumental,"[18, 1235]",4,7433,6519
129044,training,19461,245,2015-12-09 17:35:56,Instrumental,"[18, 1235]",3,7964,7049
129046,training,21266,1,2015-12-09 17:41:18,Rock,[27],7,10795,3446
129048,validation,21268,1,2015-12-09 19:46:43,Pop,[76],2,1472,1229
129049,validation,21268,1,2015-12-09 19:46:59,Pop,[76],0,732,589
129051,validation,21268,1,2015-12-09 19:47:09,Pop,[76],1,7315,800
129052,validation,21268,1,2015-12-09 19:47:10,Pop,[76],0,782,620
129053,validation,21268,1,2015-12-09 19:47:11,Pop,[76],1,1340,1138
129054,validation,21268,1,2015-12-09 19:47:12,Pop,[76],1,1776,1616
129055,validation,21268,1,2015-12-09 19:47:14,Pop,[76],2,1619,1403
129056,validation,21268,1,2015-12-09 19:47:14,Pop,[76],0,1760,1537
129088,validation,1860,18,2015-12-11 12:49:41,Rock,"[12, 404]",12,5086,3921
129089,validation,1860,18,2015-12-11 12:49:43,Rock,"[12, 404]",11,5110,4187
129090,validation,1860,18,2015-12-11 12:49:44,Rock,"[12, 404]",4,3876,3200
129091,validation,1860,18,2015-12-11 12:49:45,Rock,"[12, 404]",8,4574,3462
129092,validation,1860,18,2015-12-11 12:49:46,Rock,"[12, 404]",8,14214,7132
129093,validation,1860,18,2015-12-11 12:49:46,Rock,"[12, 404]",6,3878,3206
129094,validation,1860,18,2015-12-11 12:49:49,Rock,"[12, 404]",9,6781,5562
129095,validation,1860,18,2015-12-11 12:49:50,Rock,"[12, 404]",17,10370,8479
129096,validation,1860,18,2015-12-11 12:49:51,Rock,"[12, 404]",8,6808,6052
129097,validation,1860,18,2015-12-11 12:49:53,Rock,"[12, 404]",10,9458,8246
129098,validation,1860,18,2015-12-11 12:49:53,Rock,"[12, 404]",14,14304,12536
129184,training,19461,245,2015-12-12 20:50:39,Instrumental,"[18, 1235]",11,5423,4217
129185,training,19461,245,2015-12-12 20:50:40,Instrumental,"[18, 1235]",5,5697,4656
129186,training,19461,245,2015-12-12 20:50:40,Instrumental,"[18, 1235]",5,5304,4451
129187,training,19461,245,2015-12-12 20:50:42,Instrumental,"[18, 1235]",7,5462,4691
129188,training,19461,245,2015-12-12 20:50:43,Instrumental,"[18, 1235]",8,6020,5135
129189,training,19461,245,2015-12-12 20:50:43,Instrumental,"[18, 1235]",8,7122,6403
129190,training,19461,245,2015-12-12 20:50:45,Instrumental,"[18, 1235]",11,9454,7587
129268,training,21287,5,2015-12-14 16:10:02,Rock,[66],6,2826,2276
129362,training,21291,0,2015-12-15 10:42:29,Pop,[10],0,694,540
129372,training,21291,0,2015-12-15 10:42:39,Pop,[10],0,645,538
129374,training,21291,0,2015-12-15 10:42:41,Pop,[10],0,1230,1075
129375,training,21291,0,2015-12-15 10:42:42,Pop,[10],0,1646,1431
129391,training,21296,1,2015-12-15 12:51:19,Pop,[10],8,3176,2719
129392,training,21296,1,2015-12-15 12:51:20,Pop,[10],8,8718,2664
129393,training,21296,1,2015-12-15 12:51:21,Pop,[10],7,3717,3241
129395,training,21297,0,2015-12-15 15:55:32,International,[602],2,3130,2385
129396,training,21297,0,2015-12-15 15:55:33,International,[602],1,3409,2510
129397,training,21297,0,2015-12-15 15:55:34,International,[602],1,3395,2848
129398,training,21297,0,2015-12-15 15:55:35,International,[602],1,4687,3877
129399,training,20985,76,2015-12-15 12:15:38,Rock,"[26, 66, 98]",9,14777,6590
129400,training,21299,4,2015-12-16 13:49:06,International,[602],2,3353,2591
129401,training,21299,4,2015-12-16 13:49:07,International,[602],1,2533,1809
129402,training,21299,4,2015-12-16 13:49:08,International,[602],1,3110,2375
129403,training,21299,4,2015-12-16 13:49:09,International,[602],2,2647,2006
129404,training,21299,4,2015-12-16 13:49:10,International,[602],2,3423,2774
129405,training,21299,4,2015-12-16 13:49:10,International,[602],4,4736,3804
129406,training,21299,4,2015-12-16 13:49:12,International,[602],3,5793,4974
129407,training,21299,4,2015-12-16 13:49:13,International,[602],5,10159,8008
129439,training,21300,1,2015-12-17 17:12:39,Folk,"[17, 103]",1,5574,410
129442,training,21300,1,2015-12-17 17:12:41,Folk,"[17, 103]",0,934,786
129444,training,21300,1,2015-12-17 17:16:05,Folk,"[17, 103]",1,1236,945
129620,training,21360,0,2015-12-20 12:50:58,Experimental,"[32, 38, 47]",0,983,893
129622,validation,21361,0,2015-12-20 12:51:00,Experimental,"[32, 38, 47]",1,1091,970
129624,training,21362,0,2015-12-20 12:51:01,Experimental,"[32, 38, 47]",1,1053,893
129674,training,17125,16,2015-12-22 10:00:43,Hip-Hop,[21],2,2536,1551
129675,training,17125,16,2015-12-22 10:00:45,Hip-Hop,[21],6,3596,2541
129683,training,9765,82,2015-12-22 14:59:09,Folk,"[17, 103]",3,1243,991
129694,training,9765,82,2015-12-22 15:15:09,Folk,"[17, 103]",2,1399,1208
129695,training,9765,82,2015-12-22 15:15:10,Folk,"[17, 103]",2,1595,1249
129696,training,9765,82,2015-12-22 15:15:11,Folk,"[17, 103]",2,1349,1180
129742,validation,13625,10,2015-12-24 04:37:04,Electronic,"[15, 42, 296]",2,6568,5869
129806,training,21393,4,2015-12-28 16:09:38,Hip-Hop,"[542, 811]",8,8644,6700
129807,training,21393,4,2015-12-28 16:09:40,Hip-Hop,"[542, 811]",3,13076,11395
129808,training,21393,4,2015-12-28 16:09:41,Hip-Hop,"[542, 811]",4,18331,15246
129816,training,21399,0,2015-12-29 16:56:06,International,[77],12,27950,17616
129874,training,21420,1,2015-12-31 09:00:12,International,[79],0,765,572
129875,training,21420,1,2015-12-31 09:00:14,International,[79],1,623,439
129876,training,21420,1,2015-12-31 09:00:14,International,[79],2,675,427
129879,training,21420,1,2015-12-31 09:00:17,International,[79],1,579,405
129880,training,21420,1,2015-12-31 09:00:19,International,[79],2,620,446
129882,training,21420,1,2015-12-31 09:00:20,International,[79],2,686,509
129883,training,21420,1,2015-12-31 09:00:21,International,[79],0,652,477
129884,training,21420,1,2015-12-31 09:00:22,International,[79],0,988,745
129885,training,21420,1,2015-12-31 09:00:23,International,[79],0,1025,749
129886,training,21420,1,2015-12-31 09:00:24,International,[79],1,1188,904
129887,training,21420,1,2015-12-31 09:00:25,International,[79],0,1786,1451
129889,training,21420,1,2015-12-31 09:25:41,International,[79],2,2632,2049
129904,training,21421,4,2015-12-31 13:32:22,Hip-Hop,[539],2,2513,1779
129910,training,21421,4,2015-12-31 13:32:29,Hip-Hop,[539],0,2505,2010
129914,training,21421,4,2015-12-31 13:32:32,Hip-Hop,[539],0,1671,1310
129915,training,21421,4,2015-12-31 13:32:33,Hip-Hop,[539],2,1543,1196
129918,training,21421,4,2015-12-31 13:32:37,Hip-Hop,[539],0,2223,1768
129919,training,21421,4,2015-12-31 13:32:37,Hip-Hop,[539],1,3024,2505
129920,training,21421,4,2015-12-31 13:32:38,Hip-Hop,[539],0,4980,4310
129922,training,21423,1,2015-12-31 13:54:17,International,"[46, 504]",10,3920,2909
129923,training,21423,1,2015-12-31 13:54:18,International,"[46, 504]",9,3727,3073
129924,training,21423,1,2015-12-31 13:54:19,International,"[46, 504]",5,3396,2828
129925,training,21423,1,2015-12-31 13:54:20,International,"[46, 504]",9,4691,3763
129926,training,21423,1,2015-12-31 13:54:20,International,"[46, 504]",6,4820,3929
129927,training,21423,1,2015-12-31 13:54:22,International,"[46, 504]",10,6861,5406
129962,training,19164,34,2016-01-01 13:31:52,Rock,"[12, 66]",4,3112,2659
129968,training,19164,34,2016-01-01 13:33:22,Rock,[12],7,3099,2568
129969,training,19164,34,2016-01-01 13:33:35,Rock,"[12, 66]",1,3118,2780
129970,training,19164,34,2016-01-01 13:33:51,Rock,"[12, 66]",6,3174,2762
129972,training,19164,34,2016-01-01 19:12:54,Rock,"[12, 66]",7,2891,2467
129973,training,19164,34,2016-01-01 19:13:35,Rock,"[12, 66]",7,4800,4239
129997,training,13523,49,2016-01-02 16:51:21,Rock,"[66, 85, 88]",6,4215,3508
130016,training,19198,2,2016-01-03 10:47:28,Rock,"[66, 359]",1,3250,2777
130084,training,21447,1,2016-01-04 17:05:08,Rock,"[12, 85, 111]",2,2620,2457
130129,training,21456,44,2016-01-04 18:40:59,Electronic,"[183, 400]",22,7443,5868
130130,training,21456,44,2016-01-04 18:41:00,Electronic,"[183, 400]",20,6568,4973
130131,training,21456,44,2016-01-04 18:41:01,Electronic,"[183, 400]",10,6011,4956
130132,training,21456,44,2016-01-04 18:41:02,Electronic,"[183, 400]",18,7170,5797
130133,training,21456,44,2016-01-04 18:41:03,Electronic,"[183, 400]",13,6812,5596
130134,training,21456,44,2016-01-04 18:41:04,Electronic,"[183, 400]",34,11555,8781
130135,training,21456,44,2016-01-04 18:41:05,Electronic,"[183, 400]",18,8686,7105
130136,training,21456,44,2016-01-04 18:41:06,Electronic,"[183, 400]",31,11760,9046
130137,training,21456,44,2016-01-04 18:41:07,Electronic,"[183, 400]",25,12257,9896
130168,training,18872,15,2016-01-05 10:29:09,Hip-Hop,[21],2,1720,1410
130170,training,18872,15,2016-01-05 10:29:11,Hip-Hop,[21],3,2007,1630
130218,training,21484,2,2016-01-05 12:24:24,Hip-Hop,[21],5,4616,4065
130265,training,19390,18,2016-01-05 19:46:27,Pop,[362],4,5349,4517
130347,training,21491,0,2016-01-07 11:41:39,Folk,[17],0,5660,196
130349,training,21491,0,2016-01-07 11:41:40,Folk,[17],0,800,711
130367,training,21497,0,2016-01-07 18:12:54,Pop,[362],1,1485,1308
130368,training,21497,0,2016-01-07 18:12:55,Pop,[362],0,1565,1426
130369,training,21497,0,2016-01-07 18:12:56,Pop,[362],0,1612,1400
130370,training,21497,0,2016-01-07 18:12:57,Pop,[362],0,1576,1414
130371,training,21497,0,2016-01-07 18:12:59,Pop,[362],2,2586,2351
130372,training,21497,0,2016-01-07 18:12:59,Pop,[362],1,3995,3806
130440,training,21503,4,2016-01-08 13:03:14,Hip-Hop,[21],1,1777,1383
130454,training,21503,4,2016-01-08 13:03:29,Hip-Hop,[21],3,1702,1327
130456,training,21503,4,2016-01-08 13:04:00,Hip-Hop,[21],2,2832,2185
130650,training,18872,15,2016-01-12 12:54:55,Hip-Hop,[21],3,2102,1880
130667,training,1233,0,2016-01-12 16:19:41,Folk,"[17, 103]",2,1019,826
130682,training,19741,5,2016-01-12 12:41:47,Rock,"[12, 25]",22,6799,5551
130683,training,19741,5,2016-01-12 12:46:39,Rock,"[12, 25]",23,4770,3864
130689,training,21524,1,2016-01-12 17:51:29,Rock,"[70, 167, 314]",0,3185,2204
130691,training,21524,1,2016-01-12 17:51:32,Rock,"[70, 167, 314]",4,5397,3841
130692,training,21524,1,2016-01-12 17:51:33,Rock,"[70, 167, 314]",1,4768,3638
130693,training,21524,1,2016-01-12 17:51:34,Rock,"[70, 167, 314]",2,9854,7557
130702,validation,21510,4,2016-01-12 20:05:22,Hip-Hop,[21],3,5268,4197
130709,training,21509,4,2016-01-12 20:33:46,Hip-Hop,"[21, 100]",2,1774,1469
130710,training,21509,4,2016-01-12 20:33:47,Hip-Hop,"[21, 100]",1,2331,1974
130711,training,21509,4,2016-01-12 20:33:48,Hip-Hop,"[21, 100]",6,7454,1850
130752,test,19472,13,2016-01-13 03:31:18,Instrumental,[1235],3,8327,2268
130758,training,9441,17,2016-01-13 10:52:05,Folk,"[33, 49]",1,1346,1005
130920,training,21535,5,2016-01-15 00:41:56,Electronic,"[15, 240, 297]",5,5195,4545
130921,training,21535,5,2016-01-15 00:41:57,Electronic,"[15, 240, 297]",2,6114,5625
130922,training,21535,5,2016-01-15 00:41:58,Electronic,"[15, 240, 297]",5,8297,7312
130923,training,21535,5,2016-01-15 00:42:00,Electronic,"[15, 240, 297]",4,7726,6940
130927,validation,7010,13,2016-01-12 14:31:21,Instrumental,"[107, 1235]",29,14583,11391
130929,training,19461,245,2016-01-15 14:17:35,Instrumental,"[18, 1235]",0,4046,3299
130930,training,19461,245,2016-01-15 14:17:37,Instrumental,"[18, 1235]",5,3942,2798
130931,training,19461,245,2016-01-15 14:17:37,Instrumental,"[18, 1235]",2,3717,3102
130932,training,19461,245,2016-01-15 14:17:39,Instrumental,"[18, 1235]",3,4029,3381
130933,training,19461,245,2016-01-15 14:17:42,Instrumental,"[18, 1235]",5,5475,4324
130934,training,19461,245,2016-01-15 14:17:44,Instrumental,"[18, 1235]",6,5742,4734
130937,training,21538,3,2016-01-16 12:16:44,Folk,[17],4,1279,994
130940,training,21538,3,2016-01-16 12:16:47,Folk,[17],5,4930,397
130944,training,21538,3,2016-01-16 12:16:52,Folk,[17],3,816,688
130945,training,21539,2,2016-01-16 12:29:34,Folk,[17],4,2151,1592
130948,training,21539,2,2016-01-16 12:29:38,Folk,[17],3,1382,1145
130950,training,21539,2,2016-01-16 12:29:41,Folk,[17],2,914,738
130951,training,21539,2,2016-01-16 12:29:41,Folk,[17],2,910,735
130952,training,21539,2,2016-01-16 12:29:42,Folk,[17],0,1175,810
130953,training,21539,2,2016-01-16 12:29:44,Folk,[17],1,911,757
130954,training,21539,2,2016-01-16 12:29:44,Folk,[17],1,1362,1105
130955,training,21539,2,2016-01-16 12:29:45,Folk,[17],6,1771,1528
130956,training,21540,3,2016-01-16 12:56:43,Folk,[103],3,1121,911
130963,training,21540,3,2016-01-16 12:56:50,Folk,[103],2,801,690
130964,training,21540,3,2016-01-16 12:56:51,Folk,[103],1,1307,1036
130986,training,9289,26,2016-01-17 16:24:54,Experimental,"[1, 38, 125]",1,1828,1477
130988,training,19461,245,2016-01-18 11:49:17,Instrumental,"[18, 1235]",0,3115,2581
130989,training,19461,245,2016-01-18 11:49:18,Instrumental,"[18, 1235]",0,3182,2700
130990,training,19461,245,2016-01-18 11:49:20,Instrumental,"[18, 1235]",3,4293,3603
130991,training,19461,245,2016-01-18 11:49:20,Instrumental,"[18, 1235]",4,4135,3457
130992,training,19461,245,2016-01-18 11:49:22,Instrumental,"[18, 1235]",6,4846,4054
130993,training,19461,245,2016-01-18 11:49:22,Instrumental,"[18, 1235]",25,8038,5494
131016,training,21503,4,2016-01-19 11:41:13,Hip-Hop,[21],5,2517,2057
131019,training,21503,4,2016-01-19 11:41:16,Hip-Hop,[21],2,1667,1493
131020,training,21503,4,2016-01-19 11:41:16,Hip-Hop,[21],2,1940,1732
131021,training,21503,4,2016-01-19 11:41:18,Hip-Hop,[21],2,4079,3428
131024,training,11502,0,2016-01-20 05:51:27,Experimental,"[38, 125, 250]",0,4296,2044
131166,training,21203,5,2016-01-22 10:53:34,Rock,"[25, 85]",0,8782,8213
131292,training,13523,49,2016-01-23 22:34:50,Rock,"[66, 85, 88]",6,5439,4002
131323,training,19461,245,2016-01-24 17:04:22,Instrumental,"[18, 1235]",1,3666,2775
131324,training,19461,245,2016-01-24 17:04:24,Instrumental,"[18, 1235]",0,3377,2777
131325,training,19461,245,2016-01-24 17:04:25,Instrumental,"[18, 1235]",3,4412,3691
131326,training,19461,245,2016-01-24 17:04:25,Instrumental,"[18, 1235]",2,4007,3258
131327,training,19461,245,2016-01-24 17:04:27,Instrumental,"[18, 1235]",2,5350,4385
131385,training,19268,6,2016-01-26 06:53:18,Experimental,[32],2,969,864
131410,test,10184,1,2016-01-26 11:20:34,Experimental,"[32, 38, 47]",0,1195,1092
131422,training,18872,15,2016-01-26 13:29:07,Hip-Hop,[21],2,2140,1502
131425,training,18872,15,2016-01-26 13:29:10,Hip-Hop,[21],2,1852,1562
131426,training,18872,15,2016-01-26 13:29:10,Hip-Hop,[21],2,3106,2565
131436,training,21568,6,2016-01-26 17:00:04,Pop,[10],0,1237,1020
131439,training,21568,6,2016-01-26 17:00:07,Pop,[10],1,732,564
131444,training,21568,6,2016-01-26 17:00:12,Pop,[10],2,806,663
131446,training,21568,6,2016-01-26 17:00:14,Pop,[10],0,777,656
131448,training,21568,6,2016-01-26 17:00:17,Pop,[10],0,724,612
131449,training,21568,6,2016-01-26 17:00:17,Pop,[10],1,1534,1388
131451,training,21568,6,2016-01-26 17:00:19,Pop,[10],2,1467,1325
131452,training,21568,6,2016-01-26 17:00:20,Pop,[10],1,895,769
131453,training,21568,6,2016-01-26 17:00:21,Pop,[10],0,1310,1223
131454,training,21568,6,2016-01-26 17:00:22,Pop,[10],0,2571,2374
131476,test,19472,13,2016-01-27 01:11:35,Instrumental,[1235],1,2850,2351
131536,training,21578,0,2016-01-29 07:53:56,Rock,"[25, 109]",1,3291,3042
131540,validation,21581,0,2016-01-29 11:52:17,Experimental,[32],0,1199,1116
131552,training,21464,2,2016-01-30 05:56:23,Rock,"[31, 109, 439]",1,2792,2336
131553,training,21464,2,2016-01-30 05:56:24,Rock,"[31, 109, 439]",2,3344,2824
131554,training,21464,2,2016-01-30 05:56:27,Rock,"[31, 109, 439]",1,6314,5546
131567,training,21316,2,2016-01-30 06:19:46,Experimental,"[32, 224]",0,1049,961
131624,training,19268,6,2016-01-31 04:25:01,Experimental,[32],2,1677,1603
131656,training,21587,3,2016-02-01 16:44:09,Rock,"[85, 111]",1,3899,3385
131657,training,21587,3,2016-02-01 16:44:10,Rock,"[85, 111]",0,3723,3299
131658,training,21587,3,2016-02-01 16:44:10,Rock,"[85, 111]",3,3858,3497
131764,training,21598,1,2016-02-03 03:54:44,Pop,"[10, 76]",1,1612,1397
131767,training,21598,1,2016-02-03 03:54:47,Pop,"[10, 76]",0,831,756
131770,training,21598,1,2016-02-03 03:54:51,Pop,"[10, 76]",0,1189,1079
131771,training,21598,1,2016-02-03 03:54:51,Pop,"[10, 76]",0,1583,1423
131772,training,21598,1,2016-02-03 03:54:52,Pop,"[10, 76]",1,1113,1021
131773,training,21598,1,2016-02-03 03:54:54,Pop,"[10, 76]",3,4553,4092
131774,training,21598,1,2016-02-03 03:54:54,Pop,"[10, 76]",0,2182,2007
131787,training,19685,3,2016-02-03 08:30:30,Instrumental,"[267, 1235]",7,3450,2715
131789,training,19685,3,2016-02-03 08:30:32,Instrumental,"[267, 1235]",3,3289,2809
131791,training,19685,3,2016-02-03 08:30:35,Instrumental,"[267, 1235]",5,2477,1973
131792,training,19685,3,2016-02-03 08:30:35,Instrumental,"[267, 1235]",0,2472,2123
131794,training,19685,3,2016-02-03 08:30:37,Instrumental,"[267, 1235]",2,2791,2391
131795,training,19685,3,2016-02-03 08:30:38,Instrumental,"[267, 1235]",0,3019,2658
131796,training,19685,3,2016-02-03 08:30:40,Instrumental,"[267, 1235]",0,2838,2471
131797,training,19685,3,2016-02-03 08:30:40,Instrumental,"[267, 1235]",6,9152,4000
131837,training,18673,35,2016-02-04 07:05:54,Instrumental,[1235],17,5148,3854
131897,training,21616,213,2016-02-04 18:24:48,Folk,[17],11,15278,13195
131899,training,21616,213,2016-02-04 18:24:50,Folk,[17],9,12623,10857
131900,training,21616,213,2016-02-04 18:24:51,Folk,[17],7,20924,19273
131901,training,21616,213,2016-02-04 18:24:52,Folk,[17],37,24747,19489
131902,training,21616,213,2016-02-04 18:24:53,Folk,[17],9,17665,16222
131903,training,21616,213,2016-02-04 18:24:54,Folk,[17],9,15295,13606
131904,training,21616,213,2016-02-04 18:24:55,Folk,[17],43,28188,21516
131911,training,21616,213,2016-02-04 18:51:40,Instrumental,"[18, 107, 1235]",11,12997,11891
131912,training,21616,213,2016-02-04 18:51:40,Instrumental,"[18, 107, 1235]",18,11307,10003
131913,training,21616,213,2016-02-04 18:51:42,Instrumental,"[18, 107, 1235]",10,10874,9616
131914,training,21616,213,2016-02-04 18:51:43,Instrumental,"[18, 107, 1235]",10,11759,10606
131917,training,21616,213,2016-02-04 18:51:47,Instrumental,"[18, 107, 1235]",13,13352,11148
131918,training,21616,213,2016-02-04 18:51:48,Instrumental,"[18, 107, 1235]",14,11263,9141
131919,training,21616,213,2016-02-04 18:51:49,Instrumental,"[18, 107, 1235]",13,12714,10463
131922,training,21616,213,2016-02-04 18:51:53,Instrumental,"[18, 107, 1235]",20,16217,13516
131923,training,21616,213,2016-02-04 18:51:53,Instrumental,"[18, 107, 1235]",17,18111,14764
131924,training,21616,213,2016-02-04 18:51:55,Instrumental,"[18, 107, 1235]",20,23709,20683
131925,training,21616,213,2016-02-04 18:51:57,Instrumental,"[18, 107, 1235]",21,23455,20158
131932,test,21619,0,2016-02-05 16:10:07,International,"[2, 102, 118]",1,1023,783
131933,test,21619,0,2016-02-05 16:10:08,International,"[2, 102, 118]",2,2004,1670
131934,test,21619,0,2016-02-05 16:10:09,International,"[2, 102, 118]",1,1214,996
131935,test,21619,0,2016-02-05 16:10:10,International,"[2, 102, 118]",2,1948,1583
131936,test,21619,0,2016-02-05 16:10:12,International,"[2, 102, 118]",1,1935,1701
131938,training,21620,1,2016-02-05 17:32:13,International,"[2, 102, 118]",1,1554,1358
131939,training,21620,1,2016-02-05 17:32:15,International,"[2, 102, 118]",1,1041,867
131940,training,21620,1,2016-02-05 17:32:15,International,"[2, 102, 118]",3,1307,1078
131941,training,21620,1,2016-02-05 17:32:16,International,"[2, 102, 118]",3,1881,1643
131942,training,21620,1,2016-02-05 17:32:17,International,"[2, 102, 118]",6,4363,3848
131950,training,6345,10,2016-02-05 17:59:57,International,"[2, 118]",1,956,828
131951,training,6345,10,2016-02-05 17:59:59,International,"[2, 118]",3,671,567
131952,training,6345,10,2016-02-05 18:00:00,International,"[2, 118]",1,775,654
131953,training,6345,10,2016-02-05 18:00:01,International,"[2, 118]",2,1174,1022
131978,validation,10121,3,2016-02-06 10:28:47,Rock,"[12, 58, 85]",1,2941,2285
131979,validation,10121,3,2016-02-06 10:28:47,Rock,"[12, 58, 85]",1,2886,2523
131980,training,21628,2,2016-02-06 12:45:45,Instrumental,[107],2,2161,1734
131982,training,21628,2,2016-02-06 12:45:48,Instrumental,[107],2,6359,1615
131983,training,21628,2,2016-02-06 12:45:51,Instrumental,[107],3,2424,2026
131984,training,21628,2,2016-02-06 12:45:52,Instrumental,[107],1,2029,1794
131985,training,21628,2,2016-02-06 12:45:53,Instrumental,[107],2,2806,2252
131986,training,21628,2,2016-02-06 12:45:55,Instrumental,[107],3,3515,2933
132019,training,21630,0,2016-02-08 12:37:42,Experimental,"[22, 32, 250]",2,1452,1277
132040,training,21634,3,2016-02-08 19:15:55,Folk,[103],1,869,723
